날짜,시가,고가,저가,종가,거래량
2010-01-04,600,605,575,590,1276017.0
2010-01-05,595,675,585,675,5482630.0
2010-01-06,705,770,650,665,12179744.0
2010-01-07,685,740,660,700,7393351.0
2010-01-08,685,700,655,665,3571439.0
2010-01-11,670,700,640,645,4029312.0
2010-01-12,640,640,625,630,1218607.0
2010-01-13,630,650,620,630,1619350.0
2010-01-14,635,635,615,630,1162523.0
2010-01-15,630,635,625,635,604677.0
2010-01-18,630,645,620,635,1391510.0
2010-01-19,635,640,605,615,2378624.0
2010-01-20,620,630,610,610,1164717.0
2010-01-21,605,610,590,595,1303614.0
2010-01-22,580,590,555,570,1137705.0
2010-01-25,570,595,560,585,1722777.0
2010-01-26,590,600,560,565,861430.0
2010-01-27,570,590,555,560,1015501.0
2010-01-28,560,575,545,560,547325.0
2010-01-29,555,555,520,530,800972.0
2010-02-01,530,545,520,545,297604.0
2010-02-02,550,595,530,560,1564390.0
2010-02-03,560,575,560,575,386865.0
2010-02-04,580,580,555,560,347408.0
2010-02-05,530,545,515,530,568433.0
2010-02-08,530,545,515,520,959169.0
2010-02-09,510,525,505,525,330169.0
2010-02-10,530,545,525,540,455145.0
2010-02-11,550,550,525,530,423451.0
2010-02-12,535,580,525,570,2206885.0
2010-02-16,570,570,555,560,572860.0
2010-02-17,570,575,555,560,477189.0
2010-02-18,560,570,550,560,783542.0
2010-02-19,560,570,540,545,631420.0
2010-02-22,555,565,550,560,529902.0
2010-02-23,570,610,560,590,2153297.0
2010-02-24,595,595,575,590,731635.0
2010-02-25,595,615,580,595,1348323.0
2010-02-26,600,610,570,575,2270146.0
2010-03-02,585,615,580,585,2082343.0
2010-03-03,585,585,570,570,804620.0
2010-03-04,570,580,555,560,555126.0
2010-03-05,565,575,560,570,398830.0
2010-03-08,585,600,570,600,1708090.0
2010-03-09,600,635,585,600,4375956.0
2010-03-10,600,615,590,595,1344764.0
2010-03-11,600,635,585,610,4764559.0
2010-03-12,610,615,595,600,1178679.0
2010-03-15,605,610,580,585,1128189.0
2010-03-16,580,600,565,565,2351081.0
2010-03-17,575,575,555,560,1033397.0
2010-03-18,565,580,555,565,701061.0
2010-03-19,575,575,560,570,333732.0
2010-03-22,565,575,560,565,410424.0
2010-03-23,570,600,565,595,1831544.0
2010-03-24,595,600,580,580,799832.0
2010-03-25,580,590,575,590,575223.0
2010-03-26,590,600,575,590,548718.0
2010-03-29,580,585,560,570,543995.0
2010-03-30,570,575,560,565,310100.0
